	label	aspect	sentence	masked_sen	subject	verb	object
142	1	stauen	Auch allzu starre Gewohnheiten bringen Energien zum Erliegen , stauen sie auf , halten sie fest .	Auch allzu starre Gewohnheiten bringen Energien zum Erliegen , [MASK] sie auf , halten sie fest .	Gewohnheit	aufstauen	Energie
143	1	aufgestaut	Richtig ist sicherlich , dass sich in den vergangenen Jahren ein erheblicher Bedarf an Infrastrukturinvestitionen aufgestaut hat .	Richtig ist sicherlich , dass sich in den vergangenen Jahren ein erheblicher Bedarf an Infrastrukturinvestitionen [MASK] hat .	Bedarf	aufstauen	sich
144	1	aufgestaut	Da hat sich einiges an Wut und Rachegefühlen aufgestaut , weil sie immer ausgeschlossen waren .	Da hat sich einiges an Wut und Rachegefühlen [MASK] , weil sie immer ausgeschlossen waren .	einige	aufstauen	Sich
145	1	aufgestaut	Der Bewilligungsstopp hat immerhin weit über 80.000 Anträge aufgestaut .	Der Bewilligungsstopp hat immerhin weit über 80.000 Anträge [MASK] .	Bewilligungsstopp	aufstauen	Antrag
146	1	aufgestaut	Erkennbar hat sich Ärger aufgestaut im rechten Amerika .	Erkennbar hat sich Ärger [MASK] im rechten Amerika .	Ärger	aufstauen	sich
147	1	aufgestaut	Alles was sich im Laufe der vergangenen Wochen aufgestaut hat , musste wohl raus .	Alles was sich im Laufe der vergangenen Wochen [MASK] hat , musste wohl raus .		aufstauen	
148	1	aufgestaut	Über die Zeit hatte sich in ihnen Sehnsucht und Verlangen aufgestaut .	Über die Zeit hatte sich in ihnen Sehnsucht und Verlangen [MASK] .	Sehnsucht	aufstauen	sich
149	1	aufgestaut	In ihm hat sich eine ungeheure Wut aufgestaut , er kämpft also mit ungefilterter Brutalität .	In ihm hat sich eine ungeheure Wut [MASK] , er kämpft also mit ungefilterter Brutalität .	Wut	aufstauen	sich
150	1	aufgestaut	Das überraschende Resultat zeigte , dass sich in der Sicherheitspolititk während Jahren ein enormer Reformdruck aufgestaut hatte .	Das überraschende Resultat zeigte , dass sich in der Sicherheitspolititk während Jahren ein enormer Reformdruck [MASK] hatte .	Reformdruck	aufstauen	sich
151	1	stauen	Ihre Aggressionen stauen sich auf und münden in Gewalt .	Ihre Aggressionen [MASK] sich auf und münden in Gewalt .	Aggression	aufstauen	sich
152	1	lodern	Sie trifft auf Ash und ihre Gefühle für ihn lodern wieder auf .	Sie trifft auf Ash und ihre Gefühle für ihn [MASK] wieder auf .	Gefühl	auflodern	
153	0	loderte	Ein paar herumliegende Holzstuecke warf ich hinein und das Feuer loderte auf .	Ein paar herumliegende Holzstuecke warf ich hinein und das Feuer [MASK] auf .	Feuer	auflodern	
154	1	loderte	Kalte Wut loderte in ihm auf als er an Aria dachte .	Kalte Wut [MASK] in ihm auf als er an Aria dachte .	Wut	auflodern	
155	0	lodern	Flammen lodern auf und der Mann wedelt mit einem Karton bis sie erlöschen .	Flammen [MASK] auf und der Mann wedelt mit einem Karton bis sie erlöschen .	flamme	auflodern	
156	0	auflodert	Doch ist diese Lesart zu konsequent durchgehalten , so dass milder Kerzenschimmer kaum einmal auflodert .	Doch ist diese Lesart zu konsequent durchgehalten , so dass milder Kerzenschimmer kaum einmal [MASK] .	Kerzenschimmer	auflodern	
157	1	auflodern	Leidenschaften , die in Melodie auflodern .	Leidenschaften , die in Melodie [MASK] .		auflodern	
158	1	lodert	Vergangenes lodert wieder auf .	Vergangenes [MASK] wieder auf .	Vergangenes	auflodern	
159	1	lodert	Für Scully lodert die Hoffnung wieder auf , ihn zu finden und Doggett hilft ihr tatkräftig .	Für Scully [MASK] die Hoffnung wieder auf , ihn zu finden und Doggett hilft ihr tatkräftig .	Hoffnung	auflodern	
160	0	loderte	Der Kamin loderte jedoch nicht auf , wie es üblich wäre .	Der Kamin [MASK] jedoch nicht auf , wie es üblich wäre .	Kamin	auflodern	
161	1	aufloderte	Ein inneres Feuer , dass aufloderte , als mein Blick die roten Augen des Drachen traf .	Ein inneres Feuer , dass [MASK] , als mein Blick die roten Augen des Drachen traf .	Feuer	auflodern	
162	0	auflodern	Und mit einem grossen Lagerfeuer hasst du auch eine Feuerwand die man auflodern lassen kann .	Und mit einem grossen Lagerfeuer hasst du auch eine Feuerwand die man [MASK] lassen kann .		auflodern	Feuerwand
163	1	lodern	Nun erinnert er sich wieder , und die Gefühle lodern von neuem auf .	Nun erinnert er sich wieder , und die Gefühle [MASK] von neuem auf .	Gefühl	auflodern	
164	0	lodern	Hat man eine Flamme gelöscht , lodern zwei neue auf .	Hat man eine Flamme gelöscht , [MASK] zwei neue auf .	Flamme	auflodern	
165	0	auflodern	Sie liess eine ihrer Fackeln auflodern , und der Schein warf ein rötlicher Kreis auf dem Waldboden .	Sie liess eine ihrer Fackeln [MASK] , und der Schein warf ein rötlicher Kreis auf dem Waldboden .	sie	auflodern	Fackel
166	0	lodern	Sofort lodern die Flammen auf .	Sofort [MASK] die Flammen auf .	Flamme	auflodern	
167	0	auflodern	Während die Flammen hoch auflodern , stürzen Eltern und Kinder aus dem Haus .	Während die Flammen hoch [MASK] , stürzen Eltern und Kinder aus dem Haus .	Flamme	auflodern	
168	0	auflodern	Die Löscharbeiten gestalteten sich sehr schwierig , da der Sturm das Feuer immer wieder auflodern liess .	Die Löscharbeiten gestalteten sich sehr schwierig , da der Sturm das Feuer immer wieder [MASK] liess .	Feuer	auflodern	
169	0	auflodert	Mit einer Hand fährt sie durch die Luft , woraufhin eine Flamme aus ihr auflodert .	Mit einer Hand fährt sie durch die Luft , woraufhin eine Flamme aus ihr [MASK] .	Flamme	auflodern	
170	1	loderte	Die Auflehnung gegen die kommunistische Herrschaft loderte überall in Europa auf .	Die Auflehnung gegen die kommunistische Herrschaft [MASK] überall in Europa auf .	Auflehnung	auflodern	
171	1	loderte	Hass loderte in mir auf , als ich ihn so selbstgefällig dasitzen sah .	Hass [MASK] in mir auf , als ich ihn so selbstgefällig dasitzen sah .	Hass	auflodern	
172	0	loderten	Immer wieder loderten Flammen auf und wurden schnell abgelöscht .	Immer wieder [MASK] Flammen auf und wurden schnell abgelöscht .	Flamme	auflodern	
173	0	lodern	Naja dort gibt es dann plötzlich eine Verpuffung und es lodern Flammen auf .	Naja dort gibt es dann plötzlich eine Verpuffung und es [MASK] Flammen auf .	Flamme	auflodern	
174	1	aufloderte	Sehr stark empfand der Sohn Gottes die Feindseligkeit , die im menschlichen Herzen gegen das Evangelium aufloderte .	Sehr stark empfand der Sohn Gottes die Feindseligkeit , die im menschlichen Herzen gegen das Evangelium [MASK] .	Feindseligkeit	auflodern	
175	0	loderte	Feuer loderte auf , verbrannte meinen Körper .	Feuer [MASK] auf , verbrannte meinen Körper .	Feuer	auflodern	
176	0	lodert	Papier lodert schnell auf und das Feuer ist ebenso schnell wieder erloschen .	Papier [MASK] schnell auf und das Feuer ist ebenso schnell wieder erloschen .	Papier	auflodern	
177	1	auflodern	Sie spürte ihre Lebenskräfte erwachen und vergessene Gefühle heiss auflodern .	Sie spürte ihre Lebenskräfte erwachen und vergessene Gefühle heiss [MASK] .	Gefühl	auflodern	
178	0	loderte	Einer riesigen Fackel gleichend loderte sein Dach plötzlich auf .	Einer riesigen Fackel gleichend [MASK] sein Dach plötzlich auf .	Dach	auflodern	
179	1	lodert	Je massiver die Kritik ist , der er unterzogen wird , desto heller lodert er auf .	Je massiver die Kritik ist , der er unterzogen wird , desto heller [MASK] er auf .	er	auflodern	
180	0	aufloderte	Da schlugen die Blitze des Zeus in den Scheiterhaufen , der hell aufloderte .	Da schlugen die Blitze des Zeus in den Scheiterhaufen , der hell [MASK] .	Scheiterhaufen	auflodern	
181	1	loderte	Gabrielle nickte und ihren Augen loderte Bosheit und Enttäuschung auf , doch Lynn wurde diesem nicht gewahr .	Gabrielle nickte und ihren Augen [MASK] Bosheit und Enttäuschung auf , doch Lynn wurde diesem nicht gewahr .	Bosheit	auflodern	
182	0	auflodert	Seht , wie das Feuer auflodert !	Seht , wie das Feuer [MASK] !	Feuer	auflodern	
183	1	loderte	Kurzer Hass loderte in ihr auf , aber die Shinra hatte sich weites gehen im Griff .	Kurzer Hass [MASK] in ihr auf , aber die Shinra hatte sich weites gehen im Griff .	Hass	auflodern	
184	1	aufgelodert	Die alte unselige Eifersucht ist in hellen Flammen wieder aufgelodert : Preussen soll entehrt und geschwächt werden .	Die alte unselige Eifersucht ist in hellen Flammen wieder [MASK] : Preussen soll entehrt und geschwächt werden .	Eifersucht	auflodern	
185	1	auflodert	Wenn Krieg auflodert , so sendet Odin die Walküren auf das Schlachtfeld .	Wenn Krieg [MASK] , so sendet Odin die Walküren auf das Schlachtfeld .	Krieg	auflodern	
186	0	lodert	Ein riesiges Feuer lodert auf , stinkende Rauchschwaden hängen in der Strasse .	Ein riesiges Feuer [MASK] auf , stinkende Rauchschwaden hängen in der Strasse .	Feuer	auflodern	
187	1	aufloderte	In jenem Moment bricht seine Wildheit , die in seiner Kindheit schon oftmals aufloderte , heraus .	In jenem Moment bricht seine Wildheit , die in seiner Kindheit schon oftmals [MASK] , heraus .	Wildheit	auflodern	
188	0	lodern	Mit Leerung des Feuerlöschers lodern die Flammen wieder auf .	Mit Leerung des Feuerlöschers [MASK] die Flammen wieder auf .	Flamme	auflodern	
189	1	lodern	Plötzlich verändert sich sein Gesicht , Entsetzen und Verzweiflung lodern in seinen Augen auf .	Plötzlich verändert sich sein Gesicht , Entsetzen und Verzweiflung [MASK] in seinen Augen auf .	Verzweiflung	auflodern	
190	1	lodert	Gegen Ende des Buches lodert der Konflikt dramatisch auf .	Gegen Ende des Buches [MASK] der Konflikt dramatisch auf .	Konflikt	auflodern	
191	1	lodert	Mein Herz wendet sich gegen mich , mein Mitleid lodert auf .	Mein Herz wendet sich gegen mich , mein Mitleid [MASK] auf .	Mitleid	auflodern	
192	1	klingt	Der adorneske Pessimismus klingt hier schon an , allerdings wird er in einer Ambivalenz des Möglichen gehalten .	Der adorneske Pessimismus [MASK] hier schon an , allerdings wird er in einer Ambivalenz des Möglichen gehalten .	Pessimismus	anklingen	
193	1	angeklungen	Spanien ist , wie bereits angeklungen , derzeit tatsächlich ein Problem .	Spanien ist , wie bereits [MASK] , derzeit tatsächlich ein Problem .		anklingen	
194	1	anklingen	Ich bin kein Freund , das habe ich ja schon öfter anklingen lassen .	Ich bin kein Freund , das habe ich ja schon öfter [MASK] lassen .		anklingen	
195	1	anklingen	In den Leidensankündigungen hat er es anklingen lassen .	In den Leidensankündigungen hat er es [MASK] lassen .		anklingen	
196	1	anklingen	Aber Michael Schmid liess anklingen , dass das Festbier dieses Jahr bestens angekommen ist bei den Besuchern .	Aber Michael Schmid liess [MASK] , dass das Festbier dieses Jahr bestens angekommen ist bei den Besuchern .	Schmid	anklingen	
197	1	anklingen	Diese Ahnung hatte die vielfarbigsten Töne in mir anklingen lassen und sie zu den verwunschensten Melodien zusammengesetzt .	Diese Ahnung hatte die vielfarbigsten Töne in mir [MASK] lassen und sie zu den verwunschensten Melodien zusammengesetzt .	Ton	anklingen	
198	1	anklingt	erkennen , wie er ebenfalls bereits bei Wernecke anklingt .	erkennen , wie er ebenfalls bereits bei Wernecke [MASK] .	er	anklingen	
199	0	klingen	Doch Ska und Reggae klingen ebenso an wie Jazz und Latin-Grooves .	Doch Ska und Reggae [MASK] ebenso an wie Jazz und Latin-Grooves .	Ska	anklingen	
200	0	Klingt	Klingt an , ihr Freund , und singet laut : Es lebe Bräutigam und Braut !	[MASK] an , ihr Freund , und singet laut : Es lebe Bräutigam und Braut !	Freund	anklingen	
201	0	Klingt	Klingt Musik im Sprechtheater an , entsteht immer eine Erwartung .	[MASK] Musik im Sprechtheater an , entsteht immer eine Erwartung .	Musik	anklingen	
202	0	anklingen	da muss nur eine halbwegs herzergreifende Melodie anklingen	da muss nur eine halbwegs herzergreifende Melodie [MASK]	Melodie	anklingen	
203	0	anklingen	Dabei stört es ihn aber weniger , wenn teilweise Musikrichtungen anklingen , die ihm nicht gefallen .	Dabei stört es ihn aber weniger , wenn teilweise Musikrichtungen [MASK] , die ihm nicht gefallen .	Musikrichtung	anklingen	
204	0	anklingen	Nur die Melodie lässt er einen Takt lang bei Fly Me To The Moon anklingen .	Nur die Melodie lässt er einen Takt lang bei Fly Me To The Moon [MASK] .	Melodie	anklingen	
205	0	anklingen	Eine Melodie anklingen lassen , ohne sie auszuführen .	Eine Melodie [MASK] lassen , ohne sie auszuführen .	Melodie	anklingen	
206	0	eindrängen	Die Eingeborenen beruhigten mich aber mit der Versicherung , dass Haie hier zwischen den Riffen niemals eindrängen .	Die Eingeborenen beruhigten mich aber mit der Versicherung , dass Haie hier zwischen den Riffen niemals [MASK] .	Haie	eindrängen	
207	0	eindrängen	Doch oft bringen sich die Seelen selbst in Erinnerung , indem sie plötzlich sich in die Gedanken der Menschen eindrängen .	Doch oft bringen sich die Seelen selbst in Erinnerung , indem sie plötzlich sich in die Gedanken der Menschen [MASK] .	Seele	eindrängen	
208	0	eindrängen	Doch vielleicht könnte man das , wenn nirgendwo in Afghanistan US-Truppen in Dörfer eindrängen und die Bevölkerung drangsalierten .	Doch vielleicht könnte man das , wenn nirgendwo in Afghanistan US-Truppen in Dörfer [MASK] und die Bevölkerung drangsalierten .	US-Truppe	eindrängen	
209	1	drängt	Ihr kommt an diesen Ort , ergründet auf den ersten Blick dessen Geheimnisse und drängt euch in dieselben ein .	Ihr kommt an diesen Ort , ergründet auf den ersten Blick dessen Geheimnisse und [MASK] euch in dieselben ein .		eindrängen	euch
210	0	drängt	Womöglich überwindet in der Nase abgelagertes Aluminium die Barrieren von Riechschleimhaut sowie Riechkolben und drängt ins Gehirn ein .	Womöglich überwindet in der Nase abgelagertes Aluminium die Barrieren von Riechschleimhaut sowie Riechkolben und [MASK] ins Gehirn ein .	Aluminium	eindrängen	
211	0	eindrängen	Die auf mein Schellen herbeigekommene Magd holt einen Eimer Wasser und scheuerte damit den Fussboden , damit die Flecke nicht eindrängen .	Die auf mein Schellen herbeigekommene Magd holt einen Eimer Wasser und scheuerte damit den Fussboden , damit die Flecke nicht [MASK] .	Fleck	eindrängen	
212	0	eindrängen	Dies sei umso bedenklicher , weil die Kite-Surfer nach Feststellung der Naturschützer immer wieder in die Ruhezonen des Nationalparks eindrängen .	Dies sei umso bedenklicher , weil die Kite-Surfer nach Feststellung der Naturschützer immer wieder in die Ruhezonen des Nationalparks [MASK] .	Kite-Surfer	eindrängen	
213	0	drängten	Alle drängten auf sie ein und wollten es ihr zerreissen .	Alle [MASK] auf sie ein und wollten es ihr zerreissen .	alle	eindrängen	
214	0	eindrängen	Und Krüger flüsterte : Wenn hier Barbaren eindrängen , die würden sich scheu herausschleichen .	Und Krüger flüsterte : Wenn hier Barbaren [MASK] , die würden sich scheu herausschleichen .	Barbar	eindrängen	
215	1	eindrängen	Wir beginnen zu verstehen , dass die Zeit sich nicht in die Ewigkeit eindrängen kann .	Wir beginnen zu verstehen , dass die Zeit sich nicht in die Ewigkeit [MASK] kann .	Zeit	eindrängen	sich
216	0	drängte	Der Schattenläufer drängte auf den König ein , zwang ihn zurück , Schritt um Schritt um Schritt .	Der Schattenläufer [MASK] auf den König ein , zwang ihn zurück , Schritt um Schritt um Schritt .	Schattenläufer	eindrängen	
217	1	eindrängen	Zuerst sind körperliche Gemeingefühle zu beachten , welche sich in die abstraktesten Vorgänge eindrängen .	Zuerst sind körperliche Gemeingefühle zu beachten , welche sich in die abstraktesten Vorgänge [MASK] .	Gemeingefühl	eindrängen	sich
218	1	drängt	In verspielt fröhliches Verhalten drängt sich gemein bösartiges ein .	In verspielt fröhliches Verhalten [MASK] sich gemein bösartiges ein .	Bösartiges	eindrängen	sich
219	1	eindrängen	Traumata in meinem Sinn können Bilder sein , die sich ständig oder öfters eindrängen .	Traumata in meinem Sinn können Bilder sein , die sich ständig oder öfters [MASK] .	Bild	eindrängen	sich
220	1	drängt	Eine unüberschaubare Masse an Waren , die konsumiert werden sollen , drängt auf uns ein .	Eine unüberschaubare Masse an Waren , die konsumiert werden sollen , [MASK] auf uns ein .	Masse	eindrängen	
221	1	eindrängen	Je tiefer die Biologen in Nervenzellen eindrängen , umso mehr schienen sich Phänomene wie Geist oder Bewusstsein zu verflüchtigen .	Je tiefer die Biologen in Nervenzellen [MASK] , umso mehr schienen sich Phänomene wie Geist oder Bewusstsein zu verflüchtigen .	Biologe	eindrängen	
222	1	eindrängen	Ich lasse mir nicht meine Meinung eindrängen !	Ich lasse mir nicht meine Meinung [MASK] !	ich	eindrängen	Meinung
223	1	drängt	Das Sinnliche drängt sich immer wieder ein und macht den Ausdruck bildlich und damit uneigentlich .	Das Sinnliche [MASK] sich immer wieder ein und macht den Ausdruck bildlich und damit uneigentlich .	sinnliche	eindrängen	sich
224	1	aufgedeckt	Die deutschen Sicherheitsbehörden haben erfolgreich ermittelt und deren Tätigkeit aufgedeckt .	Die deutschen Sicherheitsbehörden haben erfolgreich ermittelt und deren Tätigkeit [MASK] .	Sicherheitsbehörde	aufdecken	Tätigkeit
225	1	aufzudecken	Sie stellt jedoch nicht die einzige Möglichkeit dar , diskriminierendes Verhalten aufzudecken .	Sie stellt jedoch nicht die einzige Möglichkeit dar , diskriminierendes Verhalten [MASK] .		aufdecken	verhalten
226	1	deckt	Eine Vergleichsberechnung zwischen Wind - und Kohlestrom deckt weitere Mängel auf .	Eine Vergleichsberechnung zwischen Wind - und Kohlestrom [MASK] weitere Mängel auf .	Vergleichsberechnung	aufdecken	Mangel
227	1	deckt	Auch die Geheimnisse von Frauen deckt diese Betriebsanleitung auf !	Auch die Geheimnisse von Frauen [MASK] diese Betriebsanleitung auf !	Betriebsanleitung	aufdecken	Geheimnis
228	1	aufzudecken	Wir brauchen Ihre Hilfe , um die brutale Verfolgung in China aufzudecken .	Wir brauchen Ihre Hilfe , um die brutale Verfolgung in China [MASK] .		aufdecken	Verfolgung
